"NoProj","PeriodeDate","CodPrg","NomProjet","NomCatg","Nom_Volet","NbStagReel","NoOrgaQue","NoOrgaEtran","NomOrgaQue","NomOrgaEtran","NomPays","VilleQuartier","Lattitude","Longitude","Secteur principal","Domaine","MontantSubvention","Versement1","Versement2","Versement3","Versement4","Versement5","AnnFinaVersement1","AnnFinaVersement2","AnnFinaVersement3","AnnFinaVersement4","AnnFinaVersement5","Statut"
3561,"2019-2020","QSF","Multitudes et diversité des initiatives montréalaises en agriculture urbaine : leçons à tirer au profit des communautés de Sancti Spiritus","Stages annuels","réciprocité",1,76,596,"Alternatives","Fundación Antonio Núñez Jiménez de la Naturaleza y el Hombre","Cuba","Sancti Spiritus",23.13,-82.36,"Environnement",,6507.00,3579.00,1952.00,976.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3562,"2019-2020","QSF","Sécurité alimentaire saine et éducation dans les jardins urbains","Stages annuels","spécialisé",0,76,1011,"Alternatives","Comité de Allegados Los Conquistadores","Chili","Cerro Navia",-33.45,-70.66,"Alimentation",,53528.00,29440.00,16058.00,8030.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3563,"2019-2020","QSF","Semillas de Esperanza : pour l’autonomisation des femmes Chefs de familles de la commune de Cerro Navia","Stages annuels","réciprocité",1,76,1011,"Alternatives","Comité de Allegados Los Conquistadores","Chili","Cerro Navia",-33.45,-70.66,"Environnement",,7263.00,3995.00,2179.00,1089.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3564,"2019-2020","QSF","Adjoint(e) à la programmation Québec sans Frontières : Jeunesse et Engagement","Stages annuels","stagiaires OCI",1,76,,"Alternatives",,"Canada-Québec","",46.84,-71.24,,,14742.00,8108.00,4423.00,2211.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3565,"2019-2020","QSF","Communication et entrepreneuriat pour l’autonomisation des ouvrières du textile de Monastir","Stages pluriannuels","spécialisé",0,76,920,"Alternatives","Forum tunisien des droits économiques et sociaux","Tunisie","Monastir",36.80,10.17,"Activités génératrices de revenus",,61628.00,33895.00,18488.00,9245.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3566,"2019-2020","QSF","Communication et entrepreneuriat pour l’autonomisation des ouvrières du textile de Monastir","Stages pluriannuels","réciprocité",1,76,920,"Alternatives","Forum tunisien des droits économiques et sociaux","Tunisie","Monastir",36.80,10.17,"Activités génératrices de revenus",,8017.00,4410.00,2405.00,1202.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3567,"2019-2020","QSF","Promotion de l’agriculture biologique pour l’autonomisation socioéconomique  des femmes de Gapakh et Dinguiraye – Phase 2  hase II","Stages pluriannuels","universel",0,79,848,"Carrefour International (bureau régional du Québec)","Association pour la promotion de la femme Sénégalaise (APROFES)","Sénégal","Kaolack",14.71,-17.47,"Alimentation",,61628.00,33895.00,18488.00,9245.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3568,"2019-2020","QSF","Innovation agro écologique au profit des jeunes agriculteurs dans la Préfecture de Zio au Togo","Stages pluriannuels","universel",0,79,838,"Carrefour International (bureau régional du Québec)","La Colombe","Togo","Davié et Tsévié",6.13,1.22,"Alimentation",,61628.00,33895.00,18488.00,9245.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3569,"2019-2020","QSF","Jeunes agriculteurs et l’innovation agroécologique : pour des communautés résilientes","Stages pluriannuels","réciprocité",1,79,838,"Carrefour International (bureau régional du Québec)","La Colombe","Togo","Préfecture de Zio",6.13,1.22,"Agriculture / Foresterie",,8019.00,4410.00,2406.00,1203.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3570,"2019-2020","QSF","Non à la violence: les jeunes du Togo s'engagent contre la violence basée sur le genre","Stages annuels","spécialisé",0,79,364,"Carrefour International (bureau régional du Québec)","Groupe de réflexion et d'action Femme, Démocratie et Développement (GF2D)","Togo","Grand Anfoin",6.13,1.22,"Gouvernance et société civile",,61628.00,33895.00,18488.00,9245.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3571,"2019-2020","QSF","La société civile togolaise s’engage contre la violence basée sur le genre","Stages annuels","réciprocité",1,79,364,"Carrefour International (bureau régional du Québec)","Groupe de réflexion et d'action Femme, Démocratie et Développement (GF2D)","Togo","Grand Anfoin",6.13,1.22,"Services sociaux",,8019.00,4410.00,2406.00,1203.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3572,"2019-2020","QSF","Adjoint(e) à la programmation QSF","Stages annuels","stagiaires OCI",1,79,,"Carrefour International (bureau régional du Québec)",,"Canada-Québec","",46.84,-71.24,,,14742.00,8108.00,4425.00,2209.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3573,"2019-2020","QSF","L’art engagé pour les droits des femmes","Stages annuels","universel",0,80,571,"Carrefour de solidarité internationale","Ayni Desarrollo","Pérou","Comas",-12.04,-77.05,"Santé",,46797.00,29440.00,9327.00,8030.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3574,"2019-2020","QSF","Unis pour lutter contre les changements climatiques","Stages pluriannuels","universel",0,80,333,"Carrefour de solidarité internationale","Instituto de Promocion Humana (INPRHU) - Somoto","Nicaragua","San Lucas",12.15,-86.26,"Alimentation",,49532.00,27242.00,470.00,7430.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3575,"2019-2020","QSF","Yon pyebwa ka fe diferans: Unis pour lutter contre les changements climatiques","Stages pluriannuels","",2,80,189,"Carrefour de solidarité internationale","Institut de recherche et d'appui technique en aménagement du milieu (IRATAM)","Haïti","Perches",18.54,-72.33,"Environnement",,10098.00,5554.00,3029.00,1513.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3576,"2019-2020","QSF","Saber es poder! : L’éducation sexuelle pour l’égalité des genres","Stages pluriannuels","spécialisé",0,80,571,"Carrefour de solidarité internationale","Ayni Desarrollo","Pérou","Huayopata, Maranura et Echarate",-12.04,-77.05,"Santé",,53528.00,29440.00,16058.00,8030.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3577,"2019-2020","QSF","Adjoint.e à la programmation des projets Québec sans Frontières","Stages pluriannuels","stagiaires OCI",1,80,,"Carrefour de solidarité internationale",,"Canada-Québec","",46.84,-71.24,"Concours fournis aux OCI québécois",,14742.00,8108.00,4423.00,2211.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3578,"2019-2020","QSF","Femmes et entrepreneuriat : les métiers non-traditionnels au service d’un développement économique durable","Stages annuels","universel",0,82,656,"Centre d'étude et de coopération internationale","ALPHADEV (Alphabétiser pour un développement durable)","Sénégal","Commune de Malika",14.71,-17.47,"Activités génératrices de revenus",,51827.00,28505.00,15548.00,7774.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3579,"2019-2020","QSF","Entrepreneuriat au féminin : Un réseau par et pour les femmes!","Stages annuels","réciprocité",2,82,656,"Centre d'étude et de coopération internationale","ALPHADEV (Alphabétiser pour un développement durable)","Sénégal","Commune de Malika",14.71,-17.47,"Activités génératrices de revenus",,16038.00,8821.00,4811.00,2406.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3580,"2019-2020","QSF","Jeunes entrepreneurs : la force du développement régional!","Stages pluriannuels","universel",0,82,974,"Centre d'étude et de coopération internationale","Agence nationale d'insertion et de développement agricole (ANIDA)","Sénégal","Dakar",14.71,-17.47,"Alimentation",,49235.00,27079.00,14771.00,7385.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3581,"2019-2020","QSF","Pour un appui de proximité en entreprenariat!","Stages pluriannuels","réciprocité",1,82,974,"Centre d'étude et de coopération internationale","Agence nationale d'insertion et de développement agricole (ANIDA)","Sénégal","Dakar",14.71,-17.47,"Activités génératrices de revenus",,8019.00,4410.00,2406.00,1203.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3582,"2019-2020","QSF","Artisanat : Entre traditions et relève!","Stages pluriannuels","spécialisé",0,82,842,"Centre d'étude et de coopération internationale","Red de Organizaciones Económicas de Productores Artesanos con Identidad Cultural (RED OEPAIC)","Bolivie","La Paz",-16.49,-68.15,"Activités génératrices de revenus",,42863.00,23575.00,12859.00,6429.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3583,"2019-2020","QSF","Artisannes branchées : Commerce 2.0","Stages pluriannuels","réciprocité",1,82,842,"Centre d'étude et de coopération internationale","Red de Organizaciones Económicas de Productores Artesanos con Identidad Cultural (RED OEPAIC)","Bolivie","La Paz",-16.49,-68.15,"Activités génératrices de revenus",,7263.00,3995.00,2179.00,1089.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3584,"2019-2020","QSF","Adjoint(e) à la programmation Québec sans frontières","Stages pluriannuels","stagiaires OCI",1,82,,"Centre d'étude et de coopération internationale",,"Canada-Québec","",46.84,-71.24,,,14742.00,8108.00,4422.00,2212.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3585,"2019-2020","QSF","Exprimez-vous! La culture pour l’autodétermination des femmes et des filles autochtones du Chimborazo","Stages pluriannuels","spécialisé",0,85,973,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean","Fundación Arte nativo Flores Franco","Équateur","La Moya",-0.21,-78.50,"Médiation culturelle",,45815.00,25916.00,12831.00,7068.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3586,"2019-2020","QSF","L’expertise en médiation culturelle, ça se partage!","Stages pluriannuels","réciprocité",1,85,973,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean","Fundación Arte nativo Flores Franco","Équateur","Chimborazo",-0.21,-78.50,"Médiation culturelle",,5805.00,3193.00,1742.00,870.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3587,"2019-2020","QSF","Relations saines, sexualité saine : parlons-en!","Stages annuels","spécialisé",0,85,427,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean","Cooperativa de servicios multiples Agro-Vida (COOSEMAV)","Équateur","Guano",-0.21,-78.50,"Services sociaux",,47120.00,25916.00,14136.00,7068.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3588,"2019-2020","QSF","Jeunesse de Toubacouta, moteur de développement économique, culturel et environnemental","Stages annuels","spécialisé",10,85,1066,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean","Centre d'interprétation du Delta du Saloum","Sénégal","Toubacouta",14.71,-17.47,"Environnement",,62010.00,38016.00,13626.00,10368.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3589,"2019-2020","QSF","Adjoint(e) à la programmation Québec sans frontières","Stages annuels","stagiaires OCI",1,85,,"Centre de solidarité internationale du Saguenay-Lac-Saint-Jean",,"Canada-Québec","",46.84,-71.24,,,14742.00,8108.00,4422.00,2212.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3590,"2019-2020","QSF","Vers l’autonomisation des communautés du Kloto dans la prise en charge de son projet d’écotourisme","Stages pluriannuels","universel",0,92,199,"Comité régional d'éducation pour le développement international de Lanaudière","Association Découverte Togo Profond (ADETOP)","Togo","Havou, région du Kloto",6.13,1.22,"Activités génératrices de revenus",,61628.00,33895.00,18488.00,9245.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3591,"2019-2020","QSF","Du Kloto au Québec, pour un tourisme solidaire","Stages pluriannuels","réciprocité",2,92,199,"Comité régional d'éducation pour le développement international de Lanaudière","Association Découverte Togo Profond (ADETOP)","Togo","",6.13,1.22,"Activités génératrices de revenus",,14191.00,7805.00,4257.00,2127.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3592,"2019-2020","QSF","L’énergie solaire partenaire d’une vie en santé","Stages pluriannuels","spécialisé",0,92,642,"Comité régional d'éducation pour le développement international de Lanaudière","Red écologica interinstitucional Hatun Sacha (REIHS)","Pérou","Socos",-12.04,-77.05,"Santé",,53528.00,29440.00,16058.00,8030.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3593,"2019-2020","QSF","Purispa Yakuwan (marcher avec l’eau) : Gestion intégrée de l’eau et adaptation aux changements climatiques en Bolivie","Stages annuels","spécialisé",0,92,1016,"Comité régional d'éducation pour le développement international de Lanaudière","Proyecto de Desarrollo Comunitario (PRODECO)","Bolivie","Presto",-16.49,-68.15,"Santé",,53528.00,29440.00,16058.00,8030.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3594,"2019-2020","QSF","Adjoint(e) au programme Québec sans frontières","Stages pluriannuels","stagiaires OCI",1,92,,"Comité régional d'éducation pour le développement international de Lanaudière",,"Canada-Québec","",46.84,-71.24,"Concours fournis aux OCI québécois",,14742.00,8109.00,4424.00,2211.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3595,"2019-2020","QSF","Clim’action pour Khalambasse","Stages annuels","universel",0,68,1067,"Comité de Solidarité/Trois-Rivières","GIE La Solidarité","Sénégal","Khalambasse",14.71,-17.47,"Alimentation",,44628.00,33896.00,1488.00,9244.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3598,"2019-2020","QSF","L’art au service de l’autonomisation des femmes de Huanuni : Cré'action artistique","Stages annuels","spécialisé",0,68,1052,"Comité de Solidarité/Trois-Rivières","Centro de Apoyo a la Educación Popular (CAEP)","Bolivie","Huanuni",-16.49,-68.15,"Services sociaux",,38528.00,29440.00,1058.00,8030.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3599,"2019-2020","QSF","Adjoint(e) à la programmation Québec sans frontières","Stages annuels","stagiaires OCI",1,68,,"Comité de Solidarité/Trois-Rivières",,"Canada-Québec","",46.84,-71.24,,,10792.00,8108.00,473.00,2211.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3600,"2019-2020","QSF","Manger sainement! L’agriculture urbaine comme vecteur de changement social et politique","Stages pluriannuels","universel",0,69,719,"Développement et Paix","Centro de Promoción y Salud Integral (CEPROSI)","Bolivie","La Paz",-16.49,-68.15,"Alimentation",,44557.00,26507.00,10821.00,7229.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3601,"2019-2020","QSF","Renforcement de la participation citoyenne des jeunes d’Andohatapenaka","Stages pluriannuels","spécialisé",0,69,110,"Développement et Paix","Conseil de développement d'Andohatapenaka","Madagascar","Andohatapenaka",-18.91,47.51,"Santé",,50405.00,30487.00,11603.00,8315.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3602,"2019-2020","QSF","Cultiver les jardins, cultiver la communauté","Stages pluriannuels","réciprocité",2,69,110,"Développement et Paix","Conseil de développement d'Andohatapenaka","Madagascar","Andohatapenaka",-18.91,47.51,"Environnement",,16038.00,8821.00,4811.00,2406.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3603,"2019-2020","QSF","Personne adjointe au programme Québec sans frontières","Stages pluriannuels","stagiaires OCI",1,69,,"Développement et Paix",,"Canada-Québec","",46.84,-71.24,"Concours fournis aux OCI québécois",,14742.00,8108.00,4424.00,2211.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3604,"2019-2020","QSF","Égalité des genres, autonomisation et leadership entrepreneurial à Porto-Novo (É.G.A.L.E.)","Stages annuels","universel",0,73,934,"Fondation Paul Gérin-Lajoie","Réseau d'appui aux initiatives locales (RAIL ONG)","Bénin","Porto-Novo",6.48,2.61,"Activités génératrices de revenus",,61628.00,33895.00,18488.00,9245.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3605,"2019-2020","QSF","Renforcement des capacités du RAIL en accompagnement entrepreneurial féminin","Stages annuels","",1,73,934,"Fondation Paul Gérin-Lajoie","Réseau d'appui aux initiatives locales (RAIL ONG)","Bénin","",6.48,2.61,"Activités génératrices de revenus",,7533.00,4143.00,2260.00,1130.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
3606,"2019-2020","QSF","Appui à la prise en charge des enfants vivant avec un trouble du spectre de l’autisme (TSA)","Stages annuels","spécialisé",0,73,1069,"Fondation Paul Gérin-Lajoie","Centre psychoéducatif l’Étincelle","Sénégal","Dakar",14.71,-17.47,"Éducation",,58023.00,31913.00,17407.00,8703.00,0.00,0.00,"2019-2020","2019-2020","2019-2020","","","Approuvé"
